Statement,Impact,StateLength
"සජිත සහ මම අගෝස්තු 24 වෙනිදා ජෝති ගයූ ගී ප්‍රසංගයේදී ගායනා කරනවා. එන්න අමතක කරන්න එපා! ඇතුල්වීම නොමිලේ! ❤️❤️❤️  @ Youth Center, Maharagama",Positive,138
"Australia වේ Perth වලදි මට ලැබුනු ප්‍රේක්ෂක ආදරය! ❤️
වාර්ථා අලුත් කරමින් දැනට Perth වල වැඩිම පිරිසක් සහාභාගි වූ ප්‍රසංගය.. 
ඔබ සියලු දෙනාගේ ආදරයට මාගේ ගෞරවය.",Positive,157
"උදාවූ සිංහල හින්දු #අලුත්අවුරුද්ද   සැමට සෞභාග්‍යය, සතුට පිරි සුභ අලුත් අවුරුද්දක් වේවා! 

Wishing you a happy and prosperous 
Sinhala and Hindu New Year! #Avurudu",Positive,163
"මේ සෙනසුරාදා ( ඔක්තෝබර් 15 ) මට ඩුබායි වලට එන්න කියලා ආරාධනා කරපු අයවත් , මගේ Fans ලා වගේම  මගේ යාලුවන්වත් හම්බවෙන්න මම එනවා ඩුබායි වල #TPH-LAKWIL Restaurant, Lounge & Bar ට. 
එහෙනම් අපි එදාට හම්බවෙමු.❤️",Positive,204
"ලෝකයේ ප්‍රථම වතාවට බන්ධනාගාර පරිශ්‍රයක් තුල සිදුකළ පෝදා සමාජ මාධ්‍ය සදහම් කතිකාව 🙏
Harindra Jayalal YouTube නාලිකාවේ වප් පුර පෝදා සුදම් සභාව 🙏
වැලිකඩ බන්ධනාගාරයේ මරණ දඬුවම් සහ ජීවිතාන්තය දක්වා දඬුවම් විඳින සිරකරුවන්ගේ බැතිබර සහභාගිත්වයෙන් සහ සයිකල් පිවිතුරු සුවඳ දුම් සුගන්ධයෙන් සුපූජිත වූ වගයි 🙏🙏🙏",Positive,300
"ඉතාම ආදරයෙන් ඔබ වෙනුවෙන් ඉදිරිපත් කරන මගේ ""ABHI"" ප්‍රසංගයේ ප්‍රවේශපත් වැඩි මිලට අලෙවි කරන බව දැන ගන්න ලැබුණා..සමහර දේවල් මට පාලනය කරන්න බෑ.
එහෙම කරන්න එපා.එහෙම කරන අයගෙන් ඉල්ලන්න තියෙන්නෙ එච්චරයි...",Negative,199
ශ්‍රී ලංකා විසින් ලබාගත් ණය නොගෙවන බවට ශ්‍රී ලංකා රජය විසින් ප්‍රකාශයට පත් කිරීමත් සමග මෙම ව්‍යාපෘතියටත් කණකොකා හඬා තිබෙනවා. ඒ අනුව ශ්‍රී ලාංකිකයන් දහස් ගණනකගේ ජීවිත ආරක්ෂා කිරීමට අත්‍යවශ්‍ය angiography පරීක්ෂණ සහ stenting සිදුකරන මෙම ඒකක ඉදිකිරීමේ ව්‍යාපෘතිය මේ වන විට නතරව තිබෙනවා. ව්‍යාපෘතිය ඉදිරියට ගෙන යාමට නම් මුදල් අමාත්‍යංශය විසින් ජයිකා ආයතනය සමග නිල වශයෙන් කතා කළ යුතුයි. මුදල් අමාත්‍යාංශය එම කටයුත්ත පැහැර හරිමින් සිටිනවා.,Negative,434
"සිරස Newsfirst මාධ්‍යවේදීන්ට පහර දෙන ලෙස අණකල SSP රොමේෂ් ලියනගේ 👇
ජනතාව වෙනුවෙන් මිලියන ගණනක ගුවන් කාලය වැය කරමින් , සත්‍ය පමණක් හෙළි කරමින් , ජනතාවාදී වූ එකම නාලිකාවේ සහෝදර මාධ්‍යවේදීන්ට එල්ලකල ප්‍රහාරය පිළිකුලෙන් යුතුව හෙළා දකිමු.",Negative,232
"බුකර් සම්මානය ලබපු The Seven Moon කෘතියේ pdf එක හැමතැනම share වෙනවා. කීප දෙනෙක් මටත් එවලා තිබුණා. 
“225 ම හොරු”, “දේශපාලනඥයෝ හොරු..” ගගා මතුරන ගමන් පොත්වල හොර pdf share කරන්නවත් ඒවා කියවන්නවත් එපා.
ලොකු වුණත් පොඩි වුණත් හොරකම හොරකමමමයි.",Negative,238
"අම්පාර D S සේනානායක විද්‍යාලය වෙනුවෙන් Online මාධ්‍ය වැඩමුලුවක් කරන්න හිටියේ අද 7 ට . දැන් කරන්ට් එක ගියා.
කමක් නෑ . අපි මේක තව පැය එක හමාරකින් පටන් ගන්නම්
ගල් අගුරු හොයාගෙන 🤘🤫",Negative,178
My Life Quote : බලාපොරොත්තු වල සියල්ලම ලබා ගන්නා සතුටින් සිටින්නෙක් නම් ලබාගතනොහැකි කිසිවක් බලාපොරොත්තු නොවන්නාද සතුටින් සිටින්නෙකි .....,Positive,137
"""අපි හැදෙනවා රට හදනවා… ඒක ඇත්තමයි.""
Our beloved childhood song has finally become a reality! I made this video with so much emotion without even sleeping after seeing how united our people have become over the past few weeks regardless of religion and race. I am extremely proud of how unified we have become, and I respect all those who have joined the cause in any way possible. අරගලයට ජයවේවා!!!",Positive,397
"සාමාන්‍යයෙන් පෞද්ගලික චරිත ගැන ලියන්න හොද  නෑ.ඒ අනාගතයෙ ඒ මිනිස්සු අතින් වෙන දේවල් අපිට predict කරන්න බැරි නිසා.ඒත් පට්ට හීතලේ දඩාර පීඩනයක් එක්ක ගහන මැච් එකකදි සිද්ද වෙන මේ වගේ දෙයක් හෑල්ලු කරන එක ගැනනම් අපිට සෑහෙන්න හිතන්න වෙනවා.කෝලිට වගේ උනා නම් කමක් නෑ කියල කිව්වෙ එහෙම උනානම් fans ල get well soon කියන හින්දා.
මේ ලංකාවෙ TEAM එක..අපිට ඕනෙ ලංකාව දිනන්න.
ලංකාවෙ ඉදලත් අද මට හෙම්බිරිස්සාව...",Negative,393
"GALLE FACE එක අරගල බිමක් මිස අහිකුංටක කන්ඩායම ඉන්න, නයි නටවන තැනක් නෙවෙයි... 
නලා අරන් නයි නටවන්න එන්න එපා.. 
It’s a battle field - NOT A GYPSY CAMP FOR SNAKE DAnce..  Don’t bring these… ",Negative,189
"Live video එකක් පදනම් කරගෙන පුද්ගලයෙකු අත්අඩංගුවට ගත හැකිනම්, වීඩියෝ වල රාජපක්ෂ, වික්‍රමසිංහලාගෙ සොරකම් ඝාතන පිලිඹද ඕනෑතරම් කියා ඇත. මුලින්ම උං අත්අඩංගුවට ගත යුතුයි. 
මතවාද ගැටුනු තැන් තිබුනත් සමාජ යුක්තිය වෙනුවෙන් පෙනීසිටි අරගලකරු Pathum Kerner වෙනුවෙන් යුක්තිය ඉටුවන තුරු කොන්දේසි විරහිතව පෙනී සිටිමි ! 
අනීතික අත්අඩංගුවට ගැනීම් තුලින් අරගලය මර්ධනය නවතනු !! ",Negative,362
I've just reached 71K followers! Thank you for continuing support. I could never have made it without each and every one of you. ආදරනීය ඔබ සැමට ස්තූතියි,Positive,152
නිදා ගන්න කලින් නිකමට කමෙන්ට් බැලුවා මෙක දැකලා නිකං මොකද්ද වගෙ උනා.එක පාරටම කියව ගන්න බැරි උනා දෙපාරකට නෙවෙයි 100 පාරාක් බැලුවත් කියව ගන්න දන්නෙ නැ.එහාපැත්තෙ මගෙ මිනියා හිටියා එයා තෙරැම් ඇතුව මට teach මගෙ account එක හම්බෙනක් මම ඉතිං මගෙ පුතාගෙ එක පාවිච්චි කරන්නෙ,Negative,263
"අරගලයේ නියමුවන් දඩයම නවතනු !! 
Live video එකක් පදනම් කරගෙන පුද්ගලයෙකු අත්අඩංගුවට ගත හැකිනම්, වීඩියෝ වල රාජපක්ෂ, වික්‍රමසිංහලාගෙ සොරකම් ඝාතන පිලිඹද ඕනෑතරම් කියා ඇත. මුලින්ම උං අත්අඩංගුවට ගත යුතුයි. 
මතවාද ගැටුනු තැන් තිබුනත් සමාජ යුක්තිය වෙනුවෙන් පෙනීසිටි අරගලකරු Pathum Kerner වෙනුවෙන් යුක්තිය ඉටුවන තුරු කොන්දේසි විරහිතව පෙනී සිටිමි ! 
අනීතික අත්අඩංගුවට ගැනීම් තුලින් අරගලය මර්ධනය නවතනු !! ",Negative,391
"ශ්‍රී ලංකාවට කඩුළු 9 ක ජයක්..
Sri Lanka vs Ireland T20 World Cup 2022: Kusal Mendis' unbeaten 68 helps SL beat IRE by 9 wickets.
Congratulations Sri Lanka Cricket",Positive,164
"මෙල්බර්න් වල තියෙන ලංකාවේ ලොකුම salon එකේ කතාව | beauty පැත්තෙන් රස්සාවක් කරලා හොඳ ආදායමක් ලබන්න Lankaවෙන් ඕස්ට්‍රේලියාවට එන්න කැමති ගෑණු ළමයින්ටත් චාන්ස් එකක්💪💅💇‍♀️💇💆‍♀️
ශූටින්ග්",Positive,180
Photo credit Mahen Muditha ❤️ lovely dress  👗 Nayoma Wijesinghe Hair by Pawa makeup 💄 Saji Drake Mrs world 2022 pageant next yer Mrs world me 😂crown එක දුන්නෙ නැත්ත උදුරන් හරි යනවා මන් ලාස් වෙගාස් වලට🤦🏼‍♀️,Positive,205
"පඩි දැම්මම රාජපක්ෂලගෙ ඕන ලැට් වලක් සුද්දකරන දිනමින Dinamina සහ හිරු TV, ලැජ්ජයි 😂!! 
මේ මඩ පුවත් වල කිසිඳු සත්‍යතාවයක් හෝ කිසිඳු පොලිස් පරික්ෂණයක් සිදුවෙලා නැත. ගොසිප් මඩ රටටම පේන්න TV එකේ දාන තුප්පහි මාද්‍ය වල මාද්‍ය සදාචාරය ගැන Hiru TV වගේම හිරිකිත නැතුව රස කර කර කියන Chamuditha samarawikrama වැනි හෘදසාක්ශියක් නොමැති මාද්‍යවේදීන් තමුං ගැනම ලැජ්ජ විය යුතුයි !! 🖕",Negative,366
"වයසක උපක්‍රම 2022 දී එක්ස්පයර්ඩ් !! 
You are fcuknig with the wrong generation !!! 💪💪",Negative,86
"දෛවයේ උපරිම සරදමක් ලෙස, ලංකාවේ ඉපදුන, එහි සංස්කෘතිය හා බැඳුණු එහෙත් වෙනත් රටක ද තාක්ෂණික පුරවැසිකමක් හිමි අයට පාර්ලිමේන්තු වැට බඳින ගෝ ත්‍රික තීරණ ගන්නා විට, ඉන්දියානු සම්භවයක් සහිත, එමෙන්ම බිරිඳ තාමත් ඉන්දියානුවෙකු වන, බිරිඳගේ පියා ඉන්දියාවේ බිලියනපති ව්‍යාපාරිකයෙකු ද වන, රීෂී සුනක් බ්‍රිතාන්‍ය අගමැති ධුරය සඳහා පළමු පියවර ලෙස කන්සවේටිව් පක්ෂයේ නායකත්වයට මීට මද වේලාවකට පෙර පත්විය. අප කොයි යන්නේ?",Negative,398
ධනපති පන්තිය තියන තාක් ඔව්න් නිර්ධන පන්තිය පාවිච්චි කර ඔව්න්ගේ අරමුණු ඉටුකරගැනීමට උත්සහ දරනු ඇත,Negative,95
Train එකේ bus එකේ මිරිකී මිරිකී සැපේ යන අය මේ කට idea එකක් දාගෙන යන්න,Negative,70
"ඔයාට හිතෙනවනම් මම හොද උනාට ඇය් මට අනිත් අය මෙහෙම කරන්නේ කියල,  Then ඔය අනිත් අය එක්ක හැසිරෙන විදිය ගැන දෙපාරක් හිතන්න වෙනවා  guys",Negative,129
මේ ආණ්ඩුව වර්තමානය වෙනකොට විශාල අර්බුද රැසකට මුහුණදීලා තියෙනවා. ඒ අර්බුද විපක්ෂයකට නම් රත්තරන් වගේ. ඒත් වර්තමාන විපක්ෂය ඒ දේවලින් ප්‍රයෝජන ගන්නවද?,Negative,146
"අපි නිදහස සමරන මේ මොහොතේ සැමට සැබෑ සදාචාරාත්මක, ගුණවත්, නැණවත් සහ සාධාරණ සේවාවක් සැපයීමට කැප වෙමු. ලබා ගත් සාමය සහ නිදහස තහවුරු කර අපේ භූමිය සහ ජනතාව වෙනුවෙන් මේ අනාගතය ගොඩනඟන බවට ප්‍රතිඥා දෙමු",Positive,193
"අප නිදහසේ 68 වැනි සංවත්සරය සමරන මේ දිනයේ, ජාතියේ නිදහස, ස්වෛරීභාවය, භෞමික අඛණ්ඩතාව ආරක්ෂා කිරීම සහ අපගේ සියලු පුරවැසියන්ගේ ජාතික සංහිඳියාව සහ ආර්ථික හා දේශපාලන අයිතිවාසිකම් ශක්තිමත් කිරීම සඳහා ලබා ඇති ප්‍රගතිය පිළිබඳව අපි ආඩම්බර වෙමු.",Positive,234
මගේ කාලය තුළ මගේ බොහෝ සිහින සැබෑ වනු දැකීමට හැකි උනා . I'm So lucky,Positive,67
කෙනෙක්ට දියුණු වෙන්න exam pass ද කියන එක වැදගත් නෑ . වැදගත් වෙන්නේ උතසහය සහ කැපවීම.,Positive,83
"I am Tamil, Sinhalese, Muslim and Burgher. I am a Buddhist, a Hindu, a follower of Islam and Christianity. මම අදත් හැමදාමත් ආඩම්බරයෙන් ශ්‍රී ලාංකිකයෙක්.",Positive,152
"19 වියේ පසුවන ශෙහාන් චන්ද්‍රසෝම ඇමරිකාවේ Road America ධාවන පථයේදී පැවති Lamborghini Super Trofeo 
අමෙරිකානු ශූරතාවයේ තරගයේදී ජයග්‍රහණය ලබා ගෙන අප රටට විශාල කීර්තියක් ලබා දුන්නා.",Positive,177
අපි හැමෝම රැවටුනා පරණ edit කරපු Video එකට මෙන්න මේක තමයි ඇත්ත video එක. අධ්‍යාපන ඇමති සුසිල්ට දැන් මේ පරීක්ෂණය නවත්වන්න පුලුවන් 🤷‍♂️ බලන්න ඉතින් සමාජ ජාලා වල Share වෙන කිසිම දෙයක් විශ්වාස කරන්න බෑ නේ 🤷‍♂️ #lka #SriLanka,Negative,219
කට්ටියම කාලෙකින්...මගේ Concert එකේ වැඩ පටන් ගත්තා..නොවැම්බර් මාසෙ දවසක හවසක මුණගැහෙමු ❤️ඔන්න එක්කන් එන්න පුලුවන් වුණු හැමෝම වගේ එක්කන් ආවා,Positive,139
ඔබ මම කරන හැම නිර්මාණයක්ම ආදරෙන් තුරුලු කර ගත්තා.Trending කියන්නෙ මහා ලොකු දිනුමක් නොවුණත් නරසීහ ගාථා හැරෙන්න මම කරපු හැම ගීයක්ම ඔබ Trending කරා.මුලින්ම Trending 1 වුණේ නිස්සාර.අන්තිමට සබදිනී.,Positive,192
අපේ රටේ බොහෝ අය මේ වන විට හිතන් ඉන්නේ system change කලොත් මේ රට හදන්න පුලුවන් කියලා. මොකක්ද ඔය කියන system change කියලා ඇහුවොත් ඒක මොකක්ද කියලා කියන්න කවුරවත් දන්නවද? හැමෝම වගේ කෑ ගහනවා විතරයි.,Negative,194
කොහොම උනත් මේ රට නැවත ගොඩ ඒමට නම් ‍රටට ආදරය කරන පුද්ගලයෙක් කෙසේ වෙතත් හොරුන්ගෙන් අවම හොරෙක් බලයට පත් වීමට අවශ්‍ය නමුත් BOND SCAM එකෙන් පස්සේ ඒ තිබූ Mr.Clean සුද්ද නාමය රනිල්ට අහිමි වී ඇත.,Negative,188
නිදහස් කලාකරුවන්! සාමකාමී ජනතා අරගලයට ජය 🇱🇰💪,Positive,44
ඊට පස්සේ මේ වෙනකන් කවදාවත් ස්ටේඩියම් එකෙන් 1/4 ක් පිරෙන්නවත්  ලංකාවේ ලොකුම සහ වැදගත්තම  Meet එක උන National Meet එකකටවත් සෙනග ඇවිල්ලා නෑ.,Negative,138
"All the wealth stolen, all the people assassinated, all the mismanagements of public wealth, all the හොර deals made, all the laws manipulated in their favour, all the murderers and thieves they saved, they know will surely come to haunt them if they lose power.",Negative,261
අන්තිම මොහොත කියල අත හරින්නෙපා. තව පාරක් try කරන්න.,Positive,51
ප්‍රශ්ණ අහන්න අහන්න තමයි knowledge   එක වැඩි වෙන්නේ,Positive,51
system එකෙන් එලියට ඇවිත් මේ මකුලු දැල දිහා බලන්න.,Positive,49
අපි කොහොමද අපේ රටේ දේශපාලනයේ missing piece එක හොයා යන්නෙ.,Positive,57
සංචාරකයන්ට අලුත් අත්දැකීමක් සමගින් ඉදිරියට යන ella odessy.,Positive,58
උතුරේ ප්‍රශ්නෙට ෆෙඩරල් විසදුමක් ලැබෙන තුරු IMF සහය නෑ.,Negative,54
"ඉතිරි Data ගාන බලනවා වගේ, තෙල් බලන්න වෙයි කියලා කවුද හිතුවේ.",Negative,60
IMF යන එක ලේසි නෑ.ඒකත් කෙටි කාලීන වින්දනයක්.,Negative,44
covid-19 සීඝ්‍රයෙන් ව්‍යාප්ත වීමට ප්‍රධාන හේතුව ජනතාවගේ නොසැලකිල්ල.,Negative,67
covid මරණ නෙවෙයි මේවා ඝාතන.,Negative,27
"මානව සංවර්ධන දර්ශකය, human development index එකේ අපි උඩින් හිටියට, රටේ ආර්ථික සංවර්ධනය තියෙන්නේ බොහෝම පහළ.
ළමයින්ට ආර්ථික සංවර්ධනය උදා කර ගන්න හැටි උගන්වමු. ",Positive,157
"මෙන්න මෙහෙමයි අපේ living area එක හදන්නේ YashasVi Creations එක්ක 🤩

Update එකක් ඉක්මනට දෙන්නම්😍

Stay tuneddd🔥",Positive,109
"සොක්‍රටීස් කියපු කතාවක මම ආයේ ආයේ මතක් කරනවා. 
""The secret of change is to focus all of your energy  not on fighting the old, but on building the new."" - Socrates
රටක් වෙනස් කරන්න තියෙන හොඳම මග අපේ සියළු ශක්තිය පොදු සතුරා විනාශ කරන්න යෙදවීම නෙවෙයි. අපි අපේ සියළුම ශක්තිය අලුත් රට හදන්න යෙදෙව්වොත් ඒක තමයි හැබෑ ජයග්‍රහණය. ඒ හුදෙක් පොදු සතුරා විනාශ කිරීමෙන් පමණක් රට ගොඩ නැගෙන්නේ නැති නිසා.",Positive,388
"මම ඊයේ මංගල සමරවීරගේ කථාවක් cite කලා. සජබෙන් කරපු නාවලපිටියේ විරෝධය අගේ කලා.
හර්ෂ ද සිල්වා ගේ මැදිහත් වීම නිතර අගේ කලා. රටට හොඳක් වෙන දේ, ජනතාව දනුවත් කරන්න පුළුවන් දේ, රට වෙනස් කරන්න පුළුවන් විදිය ගැන නිතර කතා කරනවා.",Positive,217
"අද ලංකාවෙ Corporate Sector එකේ සැලැකිය යුතු ගනනක් හරහා, ආර්ථික විද්‍යාඥයන් බොහෝ ප්‍රමාණයක් හරහා ඔහුට තොරතුරු ගලා එනවා. 
රජයේ ඉහළ තනතුරු සහිත අය screen එක පිටුපසින් අපිට උදව් කරනවා. 
ඔව්. අපි දේශපාලනයට අලුත්.
අපි සර්ව සම්පූර්ණ නෑ. වැරදි උනා. වැරදි හදාගන්නවා. ",Positive,258
තරු ගැන අහලා Inbox කරන්න එපා කොටින්ම කිව්වොත් අප්පිරියයි,Negative,56
"මෙහෙම කලාකරුවන් දැකලා නැහැ .... මුංව පත් කරෙත් තොපි දැන් බොරැවට ගිහිං Protest කරනවා, මම කෙලින් මනුෂ්‍යයෙක් අන්න ඒක හොඳට දැනගනිල්ලා, මී බෙට්ටකට උනත් මම නැවෙන්නේ නැහැ, තවත් කාපං රාජපස්සගේ ගූ! 😡",Negative,191
"Antique කඩයක මරණයක් කියන්නේ දරැනු මරනයක්! Asoka Handagama උඹ නෙලලාම දැම්මා .... අවුරුදු ගානකට පසු දැක්කේ සුපිරිම Drama එක මචෝ, බූරැ හැත්ත කඩේ යන්නේ නැතුව ගිහිං බලපන් මේ නාට්ටිය ජිවිතේ වෙනස් වෙයි!",Negative,195
සිංහල සින්දු වලට Jazz Chords දැම්මම හරිම හිරිකිතයි,Negative,50
උබ මාර රැඩිකල් පොරක් නේද profile lock කරගෙන පුස් පාට් දාන.ගෙනාව වගේම එලවනවා කාලකණ්නියෝ බලාගෙන හිටපං.,Negative,100
"Happy First birthday Saranya මැණික
ඔය ලස්සන හුරතල් හිනාව ජීවිත කාලෙම රැදෙන්න කියලා හැමදාම ප්‍රාර්ථනා කරනවා. 
ලෝකේ විෂමයි. මේ විෂම ලෝකේ අම්මයි තාත්තයි වගේම ඔලුව කෙලින් තියාගෙන හැම බාධකයකටම මුහුණදෙන්න ශක්තිය ලැබෙන්න ඕනි චූටි පැටියටත් 
i love you so much",Positive,251
ඔයාට ඉක්මනටම ඩොලර් මිලියනයක් හොයාගන්න පුලුවන් field එක මොකක්ද?,Positive,62
ඇයි අරගලය අවිහිංසාවාදී විය යුතු? Share and spread awareness,Positive,59
"ඊයේ රෑ මට මගේ පුංචි fan කෙනෙක් හමුඋනා. මේ වගේ චුට්ටෝ ගොඩාක් ඉන්නවා මගේ වටේ, මට/ මගෙ songs වලට ආදරය කරන 🙏🏼 මම ගොඩක් blessed!",Positive,123
මේ තරම් ආදරෙන් අපිත් එක්ක එකතු වෙන්න ආව හැමදෙනාටම බොහොමත්ම ස්තූතියී 🙏🏻🤍 Love you all,Positive,84
මගේ වගේ රූපය තියන නිරුවත් ඡායාරුපයක් Share උනා හැබැයි එකේ තිබුන දේවල් තැලිච්ච ගස්ලබු ගෙඩියක් වගේ...,Negative,99
"“මරු පස්ස ඈ”පස්ස ලොකුයි පපුව ලොකුයි කියලා විහිළු කරනවා.”අසහනකාරයා”
Watch full story",Negative,83
"මාර්තු ජිනීවා මානව හිමිකම් කොමිසමෙන් රාජපක්ෂවරුන්ට මරණීය,දණ්ඩනය හිමිවෙනවා යැයි SHARE වෙන ලිපියට කෙටි පිළිතුරක්...........
මේ අහන්න ,!!!!
හොඳ ශ්‍රි ලාංකිකයෝ, සිංහල බෞද්ධයෝ හැටියට අපිට මේවා SHARE කරලා සතුටක් ලබන්න පුලුවන් නම් ඒ තරම් කාළකන්නි කමක් තවත් නැහැ.",Negative,255
"Safety Airbag නැති, Sensors නැති, LED හෙඩ්ලයිට් නැති, Viper එකවත් හරියට වැඩ කරන්නෙ නැති 1996 දී පළමු වාහනය විදිහට අප්පච්චි ගත්තු කැබ් එකක් වෙනුවට ඔය හම්බ කලා කියන සල්ලි වළින් අප්පච්චි හීන දැකපු විදිහේ JEEP එකක් ගන්න එයාට පුළුවන් වුනා නම්, අද එයාලත් අලියත් හැමෝම හොඳින්",Negative,268
තාම මට Bad Comments එනවා,Negative,25
"කොහේ පිපුණත් මල් එකවගේම සුවඳයී.හරිම ලස්සනට ගායනා කරනවා. ආදරණීය නැගණිය, දිගු ගමනකට මගෙන් හදපිරි සුභ පැතුම් ඔයාට. God bless you 💖",Positive,127
පොඩි පොඩි අඩුපාඩු නොසලකා හැරලා ක්‍රිකට් ගහනවා වගේ තමයි දන්ත සෞඛ්‍ය ගැලටු නොසලකා හරින එක. මොකද ඒකත් බරපතල තත්වයන්ට මඟ පාදනවා වෙන්න පුළුවන්. ඔබේ දන්ත සෞඛ්‍ය ගැටළු මේ video එකේ comment කරන්න. ගැටළු වලට පිළිතුරු දන්ත වෛද්‍යවරයකුගෙන් මම ලබා දෙන්නම්,Positive,243
"ලේ බිඳක් දන් දී පින් පුදන්න එන්න... ❤️‍🩹 
සංවිධානය මා ද සාමාජිකාවක් වන, කොළඹ විශ්වවිද්‍යාලයේ සංචාරක ආර්ථික විද්‍යා පශ්චාත් උපාධි ALUMNI විසින්... 🙏",Positive,148
UNICEF එක්සත් ජාතීන්ගේ ළමා අරමුදලේ නියෝජිත ක්‍රිස්ටියන් ස්කූග් (Christian Skoog) මහතා සමග පාසැල් දරුවන්ගේ සෞඛ්‍ය ආරක්ෂාව පිළිබඳව දෙපාර්ශ්වය අතර විශ්වාසය තවදුරටත් තහවුරු කරගනිමින්,Positive,178
අපේ විශ්වවිද්‍යාලයක ප්‍රථම රූපවාහිනි නාලිකාව VAPA TELEVISION කොළඹ සෞන්දර්ය විශ්වවිද්‍යාලයේදී ආරම්භ කරමින්,Positive,105
වෙලකට නොබැසපු රාජකීය අඳ ගොවියා නොදකිං දහම් TALK WITH SUDHATHTHA,Negative,63
"හාමුදුරුවන්ගෙ V8 එක ගත්තනම් සල්ලි දියල්ලා....
කැත වැඩ කරන්න එපා....",Negative,68
ඇත්ත තේරුම් ගත්ත ඇත්තටම ජීවත් වෙන කොල්ලෙක්..... Respect මචන්....,Negative,64
"මතක ඇති පෙට්‍රල් පෝලිමේ හිටපු කොල්ලෙකුට STF එකෙන් දාපු පාට් එක. "" වැඩිය සද්දෙ දැම්මොත් කේ ජී කෑල්ලක් දාල ඇතුලට දානව ""
නීතිය රකින උදවියට අරගල භූමියෙන් හම්බවෙලා තියෙන දේවල්....
( පිටපත ගොඩක් ප්‍රාථමිකයි මහත්තයෝ )",Negative,212
"රටේ ඉන්න බැරුව UK Australia යනවනම් මේ ටික දැන ගෙනම යන්න
රට ගිහින් ඉගෙන ගත්ත මිනිස්සුන්ට මේ රටේ තැනක් නෑ.
",Negative,107
"මේත් සමගම ලෝකය සමග මුහු වීම, තාක්ෂණික ශිල්පීය උපක්‍රම වලට රාජ්‍ය පරිපාලනය අනුගත කරවීම, eGovernmet system හඳුන්වාදීම ආදීය පහසුවෙන් සිදු කළ හැකිය.",Positive,144
පුලුවන් හැමොම මෙක share කරලා ආදරය විතරක්ම පතුරවමු,Positive,49
SING කරන්න කැමති ඔයාට CHANCE එකක්. දක්ෂයින්ව TAG කරන්න.,Positive,55
Cricket lovely cricket අපේ කණ්ඩායමට ජයෙන් ජය පතමින් ලියමි.,Positive,58
තම වාහන නවතා පොදු ප්‍රවාහන සේවාවන් භාවිත කිරීමේ park and ride පහසුකම් ඇතුළු සියලු පහසුකම් මෙම ස්ථානයේද ස්ථාපිත කිරීමට නියමිතයි,Positive,126
Social media වල සංසරණය වන තොරතුරු වල නිරවද්‍යතාවය තහවුරු කරන ක්‍රමවේදයක ලොකු අඩුවක් ලංකාවේ අපිට තිබුණා..,Negative,104
මම විතරයි super model කියා ගන්නා එක්තරා  කාන්තාවක් අපි සහ අපේ පිට රට ඉන්න models ලා වත් දැක නැත.අදට වෙනකන් අපි ඇය කරපු international Fashion shows දැක නැත.pageant එකක mini tittle එකක් දිනා crown එක fish market එකටයි සති පොළටයි දමා ගෙන ගිය විට ඇය supermodel කෙනකේ වෙන්නේ නැත,Negative,274
ජිවිතෙට පිනක් දාහාමක් නොකරපු Mrs world කෙනෙක් ඉන්නවා දැං අවුරුද්දක ඉදලම මාව copy කරනවා.,Negative,87
රැස්වීම් 82ක  ඉඳලාවත් අඩු වශයෙන්  කෙටුම්පතක්වත් රනිල් වික්‍රමසිංහට ඉදිරිපත් කර ගන්න බැරි වුණා. ඒ වෙලාවේ UNP නායකයා හැටියට ඒ ව්‍යවස්ථාදායක මණ්ඩලයට අලුත් යෝජනාවක්වත් ඉදිරිපත් කළේ නැහැ,Negative,181
ජනවරම අහෝසි වුණු ආණ්ඩුවට රට පාලනය කරන්න සදාචාරමය අයිතියක් නැහැ. political rights නැහැ.,Negative,86
"ලොවක් දකින ඇස් රැකගන්න අපේ වැඩිහිටියන්ට උදව් කරමු!

ඔබේ Star Points 50ක් donate කරලා මේ මහගු කටයුත්තට ඔබත් Dialog සමග එකතුවෙන්න.",Positive,130
තමන්ගේම YouTube Channel එකක් හදාගන්න විදිය මුළ සිට සරලව මේ වීඩියෝ එකෙන් බලාගන්න Social Media Success 02 - How to Create a YouTube Channel in Sinhala. Sri Lanka Youtube Tutorials. How to be Successful on Social Media. Social Media තුල තමන් සාර්ථක වෙන්නේ කොහොමද මුළ සිට සරලව දැන්ගමු.,Positive,283
🔰 6 වසර සිට 11 වසර දක්වා මුලු දිවයිනම ආවරණය කරන Online පන්තියට ඉක්මනටම ඔයත්/ඔයාගේ දරුවාත් සම්බන්ධ කරන්න...,Positive,106
"මගේ Channel එකට අලුත් කෙනෙක්නම්,Channel එක Subscribe කරලා help එකක් දෙන්න....❤️❤️❤️❤️❤️",Positive,87
මේ විඩීයෝව මෑත කාලයේදී FACEBOOK සමාජ ජාලය ඔස්සේ විශාල වශයෙන් කතා බහට ලක් වූ කුරුණෑගල ප්‍රදේශයේ තරුණ උපකාරක පංති ගුරුවරයකුගේ ජිවිත කතාව අල්ලා කරන ලද්දකි.💖,Positive,153
mask එක නැතුව වැඩ කරන්න එපා ඇයි කියලා අහන්න එපා...එපා,Negative,53
මේ View එක දන් නැත්නම් වැඩකුත් නෑ,Negative,33
"""ඒ ගොල්ලෝ ඔක්කෝම left"" - පාඨලී",Negative,30
